id,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad
1212,SEVEDOL ®,LAFRANCOL INTERNACIONAL S.A.S.,INVIMA 2017M-015027-R2,01/01/1999,06/22/2022,Vigente,19914092,6,24,CAJA CON ENVASE PEAD (POLIETILENO DE ALTA DENSIDAD) DE COLOR BLANCO Y TAPA DE POLIPROPILENO (PP) DE COLOR AZUL POR 24 TABLETAS,Activo,11/10/2006,N/A,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINA,mg,65,TABLETA,TABLETA,LIANYUNGANG KANGLE PHARMACEUTICAL GO.. LTD,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
1213,ROXICAINA® POMADA,ROPSOHN THERAPEUTICS S.A.S,INVIMA 2019M-012600-R3,01/01/1999,10/30/2024,Vigente,39005,2,1,CAJA CON UN TUBO COLAPSIBLE DE ALUMINIO POR 10 GRAMOS,Activo,11/10/2006,N/A,No,U,N01BB02,LIDOCAINA,TOPICA (EXTERNA),D,LIDOCAINA BASE,g,5,100G DE POMADA,POMADA,ROPSOHN LABORATORIOS S.A.S. (PLANTA NORTE),FABRICANTE,FABRICAR Y VENDER
1214,DOVIR ® TABLETAS,LABORATORIOS LEGRAND S.A.,INVIMA 2018M-0013152-R1,05/02/2012,08/13/2023,Vigente,20044013,3,2,MUESTRA MEDICA: CAJA X 1 FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 2 TABLETAS.,Activo,04/24/2012,N/A,Si,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,IBUPROFENO GRANULADO (IBUPROFENO 85% + CELULOSA MICROCRISTALINA 6.63% + DIOXIDO DE SILICIO COLOIDAL 5.43% + CROSCARMELOSA SODICA 2.94%) 235.3 MG EQUIVALENTE A IBUPROFENO,mg,200,TABLETA,TABLETA,LABORATORIOS LEGRAND S.A.,FABRICANTE,FABRICAR Y VENDER
1215,EVELY TABLETAS RECUBIERTAS,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2018M-0013906-R1,12/10/2012,05/29/2023,Vigente,20051856,1,28,ESTUCHE X 28 TABLETAS EN BLISTER PVC-TRANSPARENTE/ALUMINIO: COMPRIMIDO I : 2 COMPRIMIDOS CON 3 MG DE VALERATO ESTRADIOL. COMPRIMIDO II: 5 COMPRIMIDOS CON 2 MG VALERATO ESTRADIOL Y 2 MG DIENOGEST.. COMPRIMIDO III: 17 COMPRIMIDOS CON 2 MG VALERATO ESTRADIOL Y 3 MG DIENOGEST. COMPRIMIDO IV: 2 COMPRIMIDOS CON 1 MG DE VALERATO ESTRADIOL. COMPRIMIDO V: 2 COMPRIMIDOS DE PLACEBO,Activo,10/30/2012,N/A,No,U,G03AB08,DIENOGEST Y ESTRADIOL,ORAL,A,COMPRIMIDO VALERATO ESTRADIOL,mg,3,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
1216,BRYTEROL ® TABLETAS POR 4 MG.,ROPSOHN THERAPEUTICS S.A.S,INVIMA 2017M-0006294-R1,03/05/1996,03/10/2022,Vigente,1983638,1,10,CAJA POR 10 TABLETAS EN BLISTER PVC/ALUMINIO,Activo,03/09/2007,N/A,No,U,A04AA01,ONDANSETRON,ORAL,A,5 MG DE ONDANSETRON CLORHIDRATO DIHIDRATADO EQUIVALENTE ONDANSETRON BASE,mg,4,TABLETA,TABLETA,ROPSOHN THERAPEUTICS S.A.S,FABRICANTE,FABRICAR Y VENDER
1217,MOVIPREN® ULTRA TABLETAS RECUBIERTAS,LABORATORIOS BUSSIÉ S.A.,INVIMA 2015M-0016464,10/26/2015,11/13/2020,Vigente,20086885,8,10,MUESTRA MEDICA CAJA X 10 TABLETAS EN BLISTER PVC/PVDC/ALUMINIO,Activo,05/20/2015,N/A,Si,U,M03BX05,TIOCOLCHICOSIDA,ORAL,A,IBUPROFENO COMPRESION DIRECTA 66% (909.09 MG EQUIVALENTE A 600MG),mg,600,TABLETA,TABLETA RECUBIERTA,LABORATORIOS BUSSIÉ S.A.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
1218,DIPROFOS® INYECTABLE,MERCK SHARP & DOHME COLOMBIA S.A.S,INVIMA 2017M-004735-R2,04/19/1996,12/29/2022,Vigente,53393,1,1,CAJA POR 1 AMPOLLA DE VIDRIO POR 1 ML,Activo,11/10/2006,N/A,No,ml,H02AB01,BETAMETASONA,INTRALESIONAL,A,BETAMETASONA DIPROPIONATO 6.43 MG EQUIVALENTE A BETAMETASONA BASE,mg,5,AMPOLLA POR 1 ML,SUSPENSION INYECTABLE,MERCK SHARP & DOHME COLOMBIA S.A.S,IMPORTADOR,IMPORTAR Y VENDER
1219,TRAMFAST 100 MG / ML SOLUCION ORAL,NOVAMED S.A.,INVIMA 2019M-0019361,10/16/2019,11/12/2024,Vigente,20155664,5,1,GENERICO: CAJA CON FRASCO PEBD BLANCO CON SUB TAPA CAPILAR PEBD. TAPA DE SEGURIDAD FC EN PP. ANILLO PEBD BLANCO POR 30 ML (IUM 1T1013861002103),Activo,09/25/2019,N/A,No,U,N02AX02,TRAMADOL,ORAL,C,TRAMADOL CLORHIDRATO,mg,100,ML,SOLUCION ORAL,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
1220,SIBILLA® 2 MG/0.03 MG COMPRIMIDOS RECUBIERTOS CON PELICULA.,GEDEON RICHTER PLC,INVIMA 2016M-0017218,08/04/2016,08/22/2021,Vigente,20093958,2,63,CAJA PLEGADIZA X 63 COMPRIMIDOS RECUBIERTOS CON PELÍCULA CON 3 BLISTER X 21,Activo,12/14/2015,N/A,No,U,G03AA16,DIENOGEST Y ETINILESTRADIOL,ORAL,A,DIENOGEST,mg,2,COMPRIMIDOS RECUBIERTOS CON PELICULA,TABLETA CUBIERTA CON PELICULA,GEDEON RICHTER COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
1221,ARTAMLO®,MSN LABORATORIES PRIVATE LIMITED,INVIMA 2015M-0015973,06/25/2015,07/23/2020,Vigente,20076051,1,30,CAJA PLEGADIZA POR 30 TABLETAS ENVASADAS EN BLISTER POR 10 TABLETAS (FOIL ALU -ALU),Activo,01/16/2015,N/A,No,U,C08CA01,AMLODIPINO,ORAL,A,S-AMLODIPINO BESYLATO EQUIVALENTE A S-AMLODIPINO BASE,mg,5,TABLETAS RECUBIERTAS,TABLETA RECUBIERTA,MSN LABORATORIES PRIVATE LIMITED,FABRICANTE,IMPORTAR Y VENDER
1222,LYRICA ® 25 MG CAPSULAS,PFIZER S.A.S.,INVIMA 2018M-0013443-R1,07/24/2012,04/10/2023,Vigente,20028918,10,28,MUESTRA MEDICA CAJA POR 28 CAPSULAS EN BLISTER DE PVC- ALUMINIO.,Activo,02/21/2012,N/A,Si,U,N03AX16,PREGABALINA,ORAL,A,PREGABALINA,mg,25,CAPSULA,CAPSULA DURA,PFIZER S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
1223,NUTRIFLEX ® OMEGA SPECIAL,B. BRAUN MELSUNGEN AG,INVIMA 2017M-0012937-R1,02/27/2012,05/04/2022,Vigente,20030605,1,5,CAJA CON 5 BOLSAS PLÁSTICAS FLEXIBLE DE POLIAMIDA Y POLIPROPILENO. PUERTO DE PP CON TAPÓN DE GOMA CON TRES COMPARTIMENTOS POR 625 ML. CADA BOLSA INCLUYE INDICADOR Y ADSORBENTE DE OXIGENO,Activo,07/07/2011,N/A,No,U,B05BA10,COMBINACIONES,INTRAVENOSA,A,METIONINA,g,2.736,1000 ML,EMULSION INYECTABLE,B. BRAUN MEDICAL S.A.,IMPORTADOR,IMPORTAR Y VENDER
1224,ZOLPIDEM 5 MG,TECNOQUIMICAS S.A.,INVIMA 2015M-0016352,10/05/2015,10/30/2020,Vigente,20086987,9,200,CAJA PLEGADIZA CON 200 TABLETAS EN BLISTER PVC-ALUMINIO POR 10 TABLETAS.,Activo,05/26/2015,N/A,No,U,N05CF02,ZOLPIDEM,ORAL,A,ZOLPIDEM HEMITARTRATO,mg,5,TABLETA,TABLETA CUBIERTA (GRAGEA),TECNOQUIMICAS S.A. (PLANTA JAMUNDI),FABRICANTE,FABRICAR Y VENDER
1225,BLOTRIL 5 MG -10 MG CAPSULAS,DROGUERIA FARMAINDUSTRIA S.A.,RSM-EXP20100010764,05/03/2010,05/28/2020,Vigente,20016424,5,6,FRASCO DE VIDRIO AMBAR TIPO III EN CAJA DE CARTULINA POR 6 CAPSULAS.,Activo,04/20/2010,N/A,No,U,C08CA01,AMLODIPINO,ORAL,A,BENAZEPRIL CLORHIDRATO,mg,10,CAPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y EXPORTAR
1226,IBUFLASH® MIGRAN,TECNOQUIMICAS S.A.,INVIMA 2015M-0015848,04/30/2015,07/02/2020,Vigente,20068196,26,36,CAJA PLEGADIZA POR 36 CÁPSULAS BLANDAS. EN BLISTER ALUMINIO - PVC/PVDC TRANSPARENTE POR 6 CÁPSULAS BLANDAS EN CADA BLISTER.,Activo,04/27/2015,N/A,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINA,mg,65,CAPSULA BLANDA,CAPSULA BLANDA,TECNOQUIMICAS S.A. (PLANTA JAMUNDI),FABRICANTE,FABRICAR Y VENDER
1227,DIAZEPAM SOLUCION INYECTABLE 10 MG /2ML,LABORATORIO BIOSANO S.A.,INVIMA 2016M-0011621-R1,11/23/2010,08/10/2021,Vigente,20019151,1,1,CAJA DE CARTÓN POR 1 AMPOLLA ÁMBAR TIPO I POR 2ML EMPACADA O NO EN UN BLISTER PACK DE PVC Ó TERMOFORMADO. EMPACADA DENTRO DE UN ESTUCHE DE CARTULINA O CAJA DE CARTÓN ETIQUETADA O IMPRESA.,Activo,07/19/2010,N/A,No,U,N05BA01,DIAZEPAM,INTRAMUSCULAR,A,DIAZEPAM,mg,10,AMPOLLA POR 2 ML,SOLUCION INYECTABLE,SICMAFARMA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
1228,BIOCICAR® CREMA,BIOCHEM FARMACEUTICA DE COLOMBIA S.A.,INVIMA 2018M-12752-R2,04/26/1999,04/17/2024,Vigente,207520,5,15,MUESTRA MÉDICA: CAJA CARTÓN CON 1 TUBO COLAPSIBLE PEBD/PEAD (70:30) POR 15G DE CREMA,Activo,12/07/2010,N/A,Si,g,D04AX99,OXIDO DE ZINC.CALAMINA.ALCOHOL BENCILICO,TOPICA (EXTERNA),D,CALAMINA (OXIDO DE ZINC4.980 G Y OXIDO DE HIERRO 0.020G),g,5,100 G.,CREMA TOPICA,BIOCHEM FARMACEUTICA DE COLOMBIA S.A. BIOCHEM S.A.,FABRICANTE,FABRICAR Y VENDER
1229,EFEXOR® XR 150 MG. CAPSULAS DE LIBERACIÓN PROLONGADA,PFIZER S.A.S.,INVIMA 2019M-011741-R2,10/14/1998,03/27/2024,Vigente,227312,42,28,MUESTRA MÉDICA PARA EL PRODUCTO DE LA REFERENCIA: CAJA POR 28 CÁPSULAS EN BLISTER PVC/PE/ACLAR/ALUMINIO.,Inactivo,11/19/2012,03/04/2019,Si,U,N06AX16,VENLAFAXINA,ORAL,A,VENLAFAXINA (COMO CLORHIDRATO DE VENLAFAXINA),mg,150,CAPSULA,CAPSULA DE LIBERACION PROLONGADA,PFIZER IRELAND PHARMACEUTICALS,FABRICANTE,IMPORTAR Y VENDER
1230,CLENOX ®,PROCAPS S.A.,INVIMA 2015M-0004411-R1,05/06/2005,12/17/2020,Vigente,19947837,27,100,CAJA DISPENSADORA POR 100 JERINGAS PRELLENADAS EN BLISTER PVC/ALUMINIO POR 0.4 ML C/U CON BIOCLICK DE SEGURIDAD,Activo,05/26/2015,04/04/2018,No,U,B01AB05,ENOXAPARINA,SUBCUTANEA,A,ENOXAPARINA SÓDICA,mg,40,JERINGA PRELLENADA X 0.4ML,SOLUCION INYECTABLE,PHARMAYECT S.A. PLANTA BOGOTA,FABRICANTE,FABRICAR Y VENDER
1231,BACTIGRAM F SUSPENSIÓN,FARMA DE COLOMBIA S.A.S.,INVIMA 2015 M-002526- R2,07/02/1995,12/24/2020,Vigente,4958,2,120,FRASCO PET AMBAR POR 120 ML.,Activo,11/10/2006,N/A,No,ml,J01EE01,SULFAMETOXAZOL Y TRIMETOPRIM,ORAL,B,SULFAMETOXAZOL MICRONIZADO,mg,"8,000",100 ML SUSPENSIÓN,SUSPENSION ORAL,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
1232,HEXOFEN® TABLETA 4 MG,ROWELL FARMACEUTICA S.A.S,INVIMA 2016M-0011905-R1,02/25/2011,09/08/2021,Vigente,20021550,2,10,CAJA PLEGADIZA POR 10 TABLETAS EN 1 BLISTER PVC TRANSPARENTE /ALUMINIO.,Activo,09/13/2010,N/A,No,U,M03BX05,TIOCOLCHICOSIDA,ORAL,A,TIOCOLCHICOSIDO,mg,4,TABLETA,TABLETA,BIOGEN LABORATORIOS DE COLOMBIA S.A.,FABRICANTE,FABRICAR Y VENDER
1233,OMEPRAZOL 20 MG,AMERICAN GENERICS S.A.S.,INVIMA 2018M-014316-R3,01/01/1999,05/22/2023,Vigente,40432,4,14,CAJA POR 14 CÁPSULAS EN BLISTER ALUMINIO - PVC/PVDC,Inactivo,11/10/2006,11/23/2015,No,U,A02BC01,OMEPRAZOL,ORAL,A,** FORMULACION DE LOS PELLETS(%P/P)OMEPRAZOL8.51%. TALCO 5.68%. SUCROSA 8.50%.MANITOL 8.51 %.LAURIL SULFATO SODICO 0.85%.FOSFATO DISODICO 0.72%. ESFERAS DE AZUCAR 44.20%.HIDROXIPROPIL METIL CELULOSA 5.42%.HIDROXIDO DE SODIO 0.16%.COPOLIMERO DE ACIDO METACRILICO TIPO C EN DISPERSION(AUDRGIT L 30D 14.20%. TRIETIL CITRATO 1.77%.DIOXIDO DE TITANIO (ANATASE)1.28%.AGUA PURIFICADA CSP,mg,20,SIN DATO,CAPSULA DURA,TITAN LABORATORIES PVT. LTD.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
1234,CONGESTEX CAPSULAS,NOVAMED S.A.,INVIMA 2015M-0016719,12/17/2015,01/27/2021,Vigente,20097244,1,10,CAJA DE CARTULINA IMPRESA QUE CONTIENE 10 CÁPSULAS EN BLISTER PVC/TE/PVDC TRANSPARENTE INCOLORO/FOIL ALUMINIO. BLISTER POR 10 CÁPSULAS,Activo,12/02/2015,N/A,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,FENILEFRINA CLORHIDRATO,mg,20,CAPSULAS,CAPSULA DURA,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
1235,BUPIROP® 0.5%,ROPSOHN THERAPEUTICS S.A.S,INVIMA 2016M-0005392-R1,02/17/2006,12/16/2021,Vigente,19960774,1,1,CAJA CON UN VIAL DE VIDRIO TIPO I. TRANSPARENTE INCOLORO X 20 ML DE SOLUCIÓN INYECTABLE. TAPÓN CAUCHO GRIS BROMOBUTILO AGRAFE COLOR NARANJA.,Activo,11/10/2006,N/A,No,U,N01BB51,BUPIVACAINA COMBINACIONES,INFILTRATIVA - BLOQUEOS,C,BUPIVACAINA CLORHIDRATO MONOHIDRATO 5.28 MG EQUIVALENTE A BUPIVACAINA CLORHIDRATO,mg,5,1 ML DE SOLUCIÓN INYECTABLE,SOLUCION INYECTABLE,ROPSOHN LABORATORIOS S.A.S. (PLANTA INYECTABLES),FABRICANTE,FABRICAR Y VENDER
1236,SULTAMICILINA 750 MG TABLETAS RECUBIERTAS,LABORATORIOS LA SANTÉ S.A.,INVIMA 2018M-0011776-R1,01/20/2011,08/10/2023,Vigente,20016868,4,10,CAJA POR 10 TABLETAS RECUBIERTAS EN FOIL ALUMINIO/ALUMINIO,Activo,05/27/2010,N/A,No,U,J01CR04,SULTAMICILINA,ORAL,A,SULTAMICILINA TOSILATO (EQUIVALENTE A SULTAMICILINA BASE),mg,750,TABLETA RECUBIERTA,TABLETA RECUBIERTA,SYNTOFARMA S.A.,FABRICANTE,FABRICAR Y VENDER
1237,DEXAMETASONA SODIO FOSFATO+ POLIMIXINA B SULFATO + NEOMICINA SULFATOSOLUCION OFTALMICA,ROWELL LABORATORIOS S.A.S,INVIMA 2016M-0003919-R1,11/10/2004,10/06/2021,Vigente,19943646,2,1,FRASCO GOTERO EN PEBD. IMPRESO. TAPA DE SEGURIDAD. POR 5 ML. CAJA PLEGADIZA DE CARTULINA PVP POR 1 FRASCO,Activo,04/16/2007,N/A,No,U,S01AA20,ANTIBIOTICOS EN COMBINACION CON OTROS F RMACOS,CONJUNTIVAL,C,NEOMICINA SULFATO (EQUIVALENTE A 3.027 MG DE NEOMICINA BASE),mg,3.5,1 ML,SOLUCION OFTALMICA,ARBOFARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
1238,TIROGAL® 50 MCG,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2015M-0004507-R1,06/14/2005,10/02/2020,Vigente,19949902,2,20,CAJA POR 20 TABLETAS.,Inactivo,11/10/2006,09/03/2015,No,U,H03AA01,LEVOTIROXINA DE SODIO,ORAL,A,LEVOTIROXINA SÓDICA,MCG,50,TABLETA,TABLETA,SERVICIO TÉCNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER
1239,GUAYACOLATO DE GLICERILO - CARBOXIMETILCISTEINA,AMERICAN GENERICS S.A.S.,INVIMA 2016M-14239-R2,03/06/2000,06/07/2021,Vigente,19907004,2,180,CAJA CARTON 1 FRASCO VIDRIO X 180 ML. VIDRIO CON TAPA PLASTICA. LINER DE SEGURIDAD Y ETIQUETA PLEGADIZA,Inactivo,11/10/2006,11/19/2010,No,ml,R05CA03,GUAIFENESINA,ORAL,B,S-CARBOXIMETILCISTEINA,g,3,100 ML SOLUCIÓN ORAL,JARABE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
1240,LIOTON® 1000 GEL,A. MENARINI INDUSTRIE FARMACEUTICHE RIUNITI S R L,INVIMA 2010 M-13740 R1,01/01/1999,04/16/2020,Vigente,206903,1,50,TUBO DE ALUMINIO RECUBIERTO POR BARNIZ DERECINAS EPÓXICAS FENÓLICAS CON TAPA DE POLIETILENO POR 50G.,Activo,11/10/2006,N/A,No,g,C05BA03,HEPARINA,TOPICA (EXTERNA),D,HEPARINA SÓDICA,IU,"100,000",100 G DE GEL,GEL TOPICO,A. MENARINI LATIN AMERICA S.L.U.,IMPORTADOR,IMPORTAR Y VENDER
1241,BENDAL®,AL PHARMA S.A.S.,INVIMA 2019M-0019271,09/04/2019,09/19/2024,Vigente,20147385,1,1,1B101922 -CAJA POR UN (1) VIAL DE VIDRIO TIPO I DE COLOR ÁMBAR CON TAPÓN GRIS DE BROMOBUTILO Y SELLO DE ALUMINIO TIPO FLIP-OFF DE COLOR ROJO,Activo,08/23/2018,N/A,No,U,L01AA09,BENDAMUSTINE,INTRAVENOSA,A,BENDAMUSTINA CLORHIDRATO EQUIVALENTE A BENDAMUSTINA,mg,100,VIAL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,AL PHARMA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
1242,SEVEDOL ®,LAFRANCOL INTERNACIONAL S.A.S.,INVIMA 2017M-015027-R2,01/01/1999,06/22/2022,Vigente,19914092,2,12,PRESENTACIÓN COMERCIAL: ESTUCHE POR 12 TABLETAS EN BLISTER PVDC-PVC BLANCO/ALUMINIO.,Inactivo,11/10/2006,05/23/2017,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINA,mg,65,TABLETA,TABLETA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,IMPORTADOR,IMPORTAR. SEMIELABORAR Y VENDER
1243,BOSENTAN 125 MG,SANDOZ GMBH CON DOMICILIO EN KUNDL- AUSTRIA,INVIMA 2016M-0017523,12/22/2016,01/27/2022,Vigente,20096387,7,45,CAJA POR 45 TABLETAS RECUBIERTAS EN BLÍSTER BLANCO PVC/PVDC/AL,Activo,09/22/2017,N/A,No,U,C02KX01,BOSENTAN,ORAL,A,BOSENTAN MONOHIDRATO (EQUIVALENTE A BOSENTAN),mg,125,TABLETA RECUBIERTA,TABLETA RECUBIERTA,NOVARTIS DE COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER
1244,ERITROMAX 2.000 U.I. SOLUCION INYECTABLE,BLAU FARMACÉUTICA S.A.,INVIMA 2016M-0016762,01/29/2016,02/12/2021,Vigente,20096478,4,9,CAJA DE CARTON CON 9 AMPOLLA DE VIDRIO TIPO I CON SOLUCIÓN INYECTABLE DE ERITROPOYETINA EN DOSIS DE 2000 U.I./ML,Activo,10/22/2015,N/A,No,U,B03XA01,ERITROPOYETINA,SUBCUTANEA,A,ERITROPOYETINA HUMANA RECOMBINANTE (EPOETIN ALFA),UI,"2,000",AMPOLLA,SOLUCION INYECTABLE,BLAU FARMACÉUTICA COLOMBIA S.A.S,IMPORTADOR,IMPORTAR Y VENDER
1245,ALKA-SELTZER® EXTREME,BAYER HEALTH CARE LLC,INVIMA 2010M-0010693,04/22/2010,05/04/2020,Vigente,20009866,7,1,MUESTRA MEDICA :1 SOBRE DE POLIETILENO / ALUMINIO / SURLYN,Activo,01/11/2019,N/A,No,U,A02AH99,ANTIACIDOS CON BICARBONATO DE SODIO,ORAL,A,BICARBONATO DE SODIO,mg,"1,400",SOBRE CON 3340 MG DE POLVO,MEDICAMENTOS NO ESTERILES SOLIDOS - POLVOS Y GRANULADOS,BAYER S.A.,FABRICANTE,IMPORTAR Y VENDER
1246,CETIRRINOL D JARABE,QUIMICA PATRIC LTDA.,INVIMA 2010M-0010715,04/30/2010,05/18/2020,Vigente,20015346,2,40,FRASCO PET AMBAR POR 40 ML CON TAPA PLASTICA EN CAJA PLEGADIZA,Activo,03/25/2010,N/A,No,ml,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,B,FENILEFRINA CLORHIDRATO,g,0.2,100 ML DE JARABE,JARABE,QUIMICA PATRIC LTDA.,FABRICANTE,FABRICAR Y VENDER
1247,OMEPRAZOL 10 MG,COLMED LTDA,INVIMA 2015M-0004097-R1,01/24/2005,12/28/2020,Vigente,19948264,8,10,CAJA POR 10 CAPSULAS EN BLISTER ALUMINIO / ALUMINIO EN SOBRE POUCH .,Activo,11/10/2006,N/A,No,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL MICROGRANULOS 85.5 MG/G 117.0 MG (EQUIVALENTE A OMEPRAZOL,mg,10,CAPSULA,CAPSULA DURA,PROCAPS S.A.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
1248,VERAPAMILO 120 MG TABLETA RECUBIERTA,LABORATORIOS LA SANTÉ S.A.,INVIMA 2018M-012135-R3,01/01/1999,07/03/2023,Vigente,37897,2,20,CAJA X 20 TABLETAS RECUBIERTAS EN BLISTER PVC TRASLÚCIDO INCOLORO / ALUMINIO X 10 TABLETAS.,Activo,11/10/2006,N/A,No,U,C08DA01,VERAPAMIL,ORAL,A,NUCLEO :VERAPAMILO CLORHIDRATO,mg,120,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIOS LA SANTÉ S.A.,FABRICANTE,FABRICAR Y VENDER
1249,VICAL® TABLETAS MASTICABLES,LABORATORIOS ECAR S.A,INVIMA 2016M-0004550-R1,06/30/2005,09/01/2021,Vigente,19950727,162,48,CAJA X 48 TABLETAS EN SOBRE LAMINADO DE PAPEL/ ALUMINIO / POLIETILENO POR 4 TABLETAS CADA UNO.,Activo,03/10/2016,N/A,No,U,A11GA01,ACIDO ASCORBICO (VIT C),BUCAL,A,ACIDO ASCORBICO RECUBIERTO,mg,230,TABLETA MASTICABLE,TABLETA MASTICABLE,LABORATORIOS ECAR S.A,FABRICANTE,FABRICAR Y VENDER
1250,CAPIIBINE 500 MG TABLETAS,DR REDDY´S LABORATORIES LIMITED,INVIMA 2016M-0017065,05/18/2016,06/07/2021,Vigente,20095993,9,70,70 TABLETAS CAJA X 7 BLISTER (CADA BLISTER CON 10 TABLETAS)- MUESTRA MEDICA GENERICO,Activo,10/20/2015,N/A,Si,U,L01BC06,CAPECITABINA,ORAL,A,CAPECITABINA,mg,500,TABLETA RECUBIERTA,TABLETA RECUBIERTA,DR. REDDY´S LABORATORIES S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
1251,NUTRIFLEX LIPID SPECIAL,B. BRAUN MELSUNGEN A.G.,INVIMA 2016M-0012163-R1,05/12/2011,02/08/2022,Vigente,20022622,6,5,CAJA POR 5 BOLSAS PLÁSTICAS DE POLIAMIDA / POLIPROPILENO FLEXIBLE CON TRES COMPARTIMENTOS (SOLUCIÓN AMINOÁCIDOS 750 ML. SOLUCION DE GLUCOSA 750 ML. EMULSION LIPIDICA 375 ML) X 1875 ML + INSERTO.,Activo,02/16/2017,N/A,No,U,B05BA10,COMBINACIONES,INTRAVENOSA,C,TRIPTOFANO,mg,0.8,1ML DE EMULSIÓN INYECTABLE,EMULSION INYECTABLE,B. BRAUN MELSUNGEN A.G.,FABRICANTE,IMPORTAR Y VENDER
1252,SEVEDOL ®,LAFRANCOL INTERNACIONAL S.A.S.,INVIMA 2017M-015027-R2,01/01/1999,06/22/2022,Vigente,19914092,2,12,PRESENTACIÓN COMERCIAL: ESTUCHE POR 12 TABLETAS EN BLISTER PVDC-PVC BLANCO/ALUMINIO.,Inactivo,11/10/2006,05/23/2017,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINA,mg,65,TABLETA,TABLETA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
1253,ESCITAVITAE® 20MG TABLETAS RECUBIERTAS,GALENICUM HEALTH COLOMBIA S.A.S.,INVIMA 2019M-0018940,04/10/2019,05/03/2024,Vigente,20138566,7,28,MUESTRA MÉDICA: 1E1005031003106 ESCITALOPRAM 20.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (ESCITAVITAE) TABLETA 1.0000U / CAJA X 28. CAJA POR 28 TABLETAS RECUBIERTAS COLOR BLANCO EN BLÍSTER DE PVC/PVDC/PVC TRANSPARENTE Y ALUMINIO.,Activo,10/23/2018,N/A,Si,U,N06AB10,ESCITALOPRAM,ORAL,A,ESCITALOPRAM OXALATO 25.55 MG EQUIVALENTE A ESCITALOPRAM,mg,20,TABLETA RECUBIERTA COLOR BLANCO,TABLETA RECUBIERTA,ATLANTIC PHARMA- PRODUÇ?ES FARMAC?UTICAS S.A,FABRICANTE,IMPORTAR Y VENDER
